MovieId;TitleMovieLens;TitleIMDB;Date
621;MyFavoriteSeason;Masaisonprfre;1993
623;ModernAffairA;Modern Affair A;1995
624;ConditionRed;Condition Red;1995
625;AsfourStah;Asfour Stah;1990
626;ThinLineBetweenLoveandHateA;Thin Line Between Loveand Hate A;1996
627;LastSupperThe;Last Supper The;1995
628;PrimalFear;Primal Fear;1996
629;Rude;Rude;1995
630;CarriedAway;Carried Away;1996
631;AllDogsGotoHeaven;All Dogs Goto Heaven;1996
632;LandandFreedomTierraylibertad;Landand Freedom;1995
633;DeniseCallsUp;Denise Calls Up;1995
634;TheodoreRex;Theodore Rex V;1995
635;FamilyThingA;Family Thing A;1996
636;Frisk;Frisk;1995
637;SgtBilko;Sgt Bilko;1996
638;JackandSarah;Jack Sarah;1995
639;Girl;Girl;1996
640;Diabolique;Diabolique;1996
641;LittleIndianBigCityUnindiendanslaville;Unindiendanslaville;1994
642;Roula;Roula;1995
643;PeanutsDieBankzahltalles;Peanuts Die Bankzahltalles;1996
644;HappyWeekend;Happy Weekend;1996
645;NellyMonsieurArnaud;Nelly Monsieur Arnaud;1995
647;CourageUnderFire;Courage Under Fire;1996
648;MissionImpossible;Mission Impossible;1996
649;ColdFeverkldumklaka;Cold Fever;1995
650;MollFlanders;Moll Flanders;1996
651;SuperweibDas;Superweib Das;1996
652;;;1995
653;Dragonheart;Dragonheart;1996
654;Undkeinerweintmirnach;Undkeinerweintmirnach;1996
655;MuttersCourage;Mutters Courage;1995
656;Eddie;Eddie;1996
657;YankeeZulu;Yankee Zulu;1993
658;BillysHoliday;Billys Holiday;1995
659;PurpleNoon;Pleinsoleil;1960
660;August;August;1996
661;JamesandtheGiantPeach;Jamesandthe Giant Peach;1996
662;Fear;Fear;1996
663;KidsintheHallBrainCandy;Kidsinthe Hall Brain Candy;1996
664;Faithful;Faithful;1996
665;Underground;Underground;1995
666;AllThingsFair;Lustochfgringstor;1995
667;Bloodsport;Bloodsport;1996
668;PatherPanchali;Pather Panchali;1955
669;Aparajito;Aparajito;1957
670;WorldofApuTheApurSansar;Apur Sansar;1959
671;MysteryScienceTheaterTheMovie;Mystery Science Theater The Movie;1996
672;Tarantella;Tarantella;1996
673;SpaceJam;Space Jam;1996
674;Barbarella;Barbarella;1968
675;HostileIntentions;Hostile Intentions;1994
676;TheyBite;They Bite;1996
678;SomeFolksCallItaSlingBlade;Some Folks Call Ita Sling Blade;1994
679;RunoftheCountryThe;Runofthe Country The;1995
680;Alphaville;Alphavilleunetrangeaventurede Lemmy Caution;1965
681;CleanSlateCoupdeTorchon;Coupdetorchon;1981
682;TigreroAFilmThatWasNeverMade;Tigrero A Film That Was Never Made;1994
683;EyeofVichyTheOeildeVichyL;Oeilde Vichy L;1993
684;Windows;Windows;1980
685;ItsMyParty;Its My Party;1996
687;CountryLife;Country Life;1994
688;OperationDumboDrop;Operation Dumbo Drop;1995
690;PromiseTheVersprechenDas;Promise The;1993
691;MrsWinterbourne;Mrs Winterbourne;1996
692;Solo;Solo;1996
693;UndertheDominTreeEtzHadomimTafus;Etz Hadomim Tafus;1994
694;SubstituteThe;Substitute The;1996
695;TrueCrime;True Crime;1996
696;ButterflyKiss;Butterfly Kiss;1995
697;FeelingMinnesota;Feeling Minnesota;1996
698;DeltaofVenus;Deltaof Venus;1995
699;ToCrosstheRubicon;To Crossthe Rubicon;1991
700;Angus;Angus;1995
701;Daens;Daens;1993
702;Faces;Faces I;1968
703;Boys;Boys;1996
704;QuestThe;Quest The;1996
705;Cosi;Cosi;1996
706;SunsetPark;Sunset Park;1996
707;MulhollandFalls;Mulholland Falls;1996
708;TruthAboutCatsDogsThe;Truth About Cats Dogs The;1996
709;OliverCompany;Oliver Company;1988
710;CelticPride;Celtic Pride;1996
711;Flipper;Flipper;1996
712;Captives;Captives;1994
713;OfLoveandShadows;Of Loveand Shadows;1994
714;DeadMan;Dead Man;1995
715;HorsemanontheRoofTheHussardsurletoitLe;Hussardsurletoit Le;1995
716;SwitchbladeSisters;Switchblade Sisters;1975
717;MouthtoMouthBocaaboca;Bocaaboca;1995
718;VisitorsTheLesVisiteurs;Visiteurs Les;1993
719;Multiplicity;Multiplicity;1996
720;WallaceGromitTheBestofAardmanAnimation;Wallace Gromit The Bestof Aardman Animation V;1996
721;HalfmoonPaulBowlesHalbmond;Paul Bowles Halbmond;1995
722;HauntedWorldofEdwardDWoodJrThe;Haunted Worldof Edward D Wood Jr The;1996
723;TwoFriends;Two Friends T V;1986
724;CraftThe;Craft The;1996
725;GreatWhiteHypeThe;Great White Hype The;1996
726;LastDance;Last Dance;1996
727;WarStories;War Stories;1995
728;ColdComfortFarm;Cold Comfort Farm T V;1995
729;InstituteBenjamentaorThisDreamPeopleCallHumanLife;Institute Benjamentaor This Dream People Call Human Life;1995
730;LowLifeThe;Low Life The;1995
731;HeavensPrisoners;Heavens Prisoners;1996
732;OriginalGangstas;Original Gangstas;1996
733;RockThe;Rock The;1996
734;GettingAwayWithMurder;Getting Awaywith Murder;1996
735;CemeteryManDellamorteDellamore;Dellamorte Dellamore;1994
736;Twister;Twister;1996
737;BarbWire;Barb Wire;1996
738;GarcuLe;Garu Le;1995
739;Honigmond;Honigmond;1996
741;GhostintheShellKokakukidotai;Kkakukidtai;1995
742;Thinner;Thinner;1996
743;SpyHard;Spy Hard;1996
744;BrothersinTrouble;Brothersin Trouble;1995
745;CloseShaveA;Wallace Gromitin A Close Shave;1995
746;ForceofEvil;Forceof Evil;1948
747;StupidsThe;Stupids The;1996
748;ArrivalThe;Arrival The;1996
749;ManfromDownUnderThe;Manfrom Down Under The;1943
750;DrStrangeloveorHowILearnedtoStopWorryingandLovetheBomb;Dr Strangeloveor How I Learnedto Stop Worryingand Lovethe Bomb;1964
751;Careful;Careful;1992
752;VermontIsForLovers;Vermont Isfor Lovers;1992
753;MonthbytheLakeA;Monthbythe Lake A;1995
754;GoldDiggersTheSecretofBearMountain;Gold Diggers The Secretof Bear Mountain;1995
755;Kim;Kim;1950
756;CarmenMirandaBananasIsMyBusiness;Carmen Miranda Bananas Is My Business;1995
757;AshesofTime;Dungchesaiduk;1994
758;JarTheKhomreh;Khomreh;1992
759;MayaLinAStrongClearVision;Maya Lin A Strong Clear Vision;1994
760;Stalingrad;Stalingrad;1993
761;PhantomThe;Phantom The;1996
762;Striptease;Striptease;1996
763;LastoftheHighKingsTheakaSummerFling;Lastofthe High Kings The;1996
764;Heavy;Heavy;1995
765;Jack;Jack;1996
766;IShotAndyWarhol;I Shot Andy Warhol;1996
767;GrassHarpThe;Grass Harp The;1995
768;SomeoneElsesAmerica;Someone Elses America;1995
769;MarleneDietrichShadowandLight;Marlene Dietrich Shadowand Light T V;1996
770;CostaBrava;Costa Brava;1946
771;VieestbelleLaLifeisRosey;Vieestbelle La;1987
772;QuartierMozart;Quartier Mozart;1992
773;ToukiBoukiJourneyoftheHyena;Touki Bouki;1973
774;WendKuuniGodsGift;Wend Kuuni;1982
775;SpiritsoftheDeadTrePassinelDelirio;Histoiresextraordinaires;1968
776;Babyfever;Babyfever;1994
777;PharaohsArmy;Pharaohs Army;1995
778;Trainspotting;Trainspotting;1996
779;TilThereWasYou;Til There Was You;1997
780;IndependenceDayID;Independence Day;1996
781;StealingBeauty;Stealing Beauty;1996
782;FanThe;Fan The;1996
783;HunchbackofNotreDameThe;Hunchbackof Notre Dame The;1996
784;CableGuyThe;Cable Guy The;1996
785;Kingpin;Kingpin;1996
786;Eraser;Eraser;1996
787;GateofHeavenlyPeaceThe;Gateof Heavenly Peace The;1995
788;NuttyProfessorThe;Nutty Professor The;1996
789;IWorstofAllYolapeordetodas;Yolapeordetodas;1990
790;AnUnforgettableSummer;Untinoubliable;1994
791;LastKlezmerLeopoldKozlowskiHisLifeandMusicThe;Last Klezmer Leopold Kozlowski His Lifeand Music The;1994
792;HungarianFairyTaleA;Holvoltholnemvolt;1987
793;MyLifeandTimesWithAntoninArtaudEncompagniedAntoninArtaud;Encompagnied Antonin Artaud;1993
794;MidnightDancersSibak;Sibak;1994
795;SomebodytoLove;Somebodyto Love;1994
796;VeryNaturalThingA;Very Natural Thing A;1974
797;OldLadyWhoWalkedintheSeaTheVieillequimarchaitdanslamerLa;Vieillequimarchaitdanslamer La;1991
798;Daylight;Daylight;1996
799;FrightenersThe;Frighteners The;1996
800;LoneStar;Lone Star;1996
801;HarriettheSpy;Harrietthe Spy;1996
802;Phenomenon;Phenomenon;1996
803;WalkingandTalking;Walkingand Talking;1996
804;ShestheOne;Shesthe One;1996
805;TimetoKillA;Timeto Kill A;1996
806;AmericanBuffalo;American Buffalo;1996
807;RendezvousinParisRendezvousdeParisLes;Rendezvousde Paris Les;1995
808;Alaska;Alaska;1996
809;Fled;Fled;1996
810;Kazaam;Kazaam;1996
811;BewegteMannDer;Bewegte Mann Der;1994
812;MagicHunter;Bvsvadsz;1994
813;LargerThanLife;Larger Than Life;1996
814;BoyCalledHateA;Boy Called Hate A;1995
815;Power;Power;1996
816;TwoDeaths;Two Deaths;1995
818;VeryBradySequelA;Very Brady Sequel A;1996
819;StefanoQuantestorie;Stefano Quantestorie;1993
820;DeathintheGardenMortencejardinLa;Mortencejardin La;1956
821;CrudeOasisThe;Crude Oasis The;1995
822;HeddWyn;Hedd Wyn;1992
823;CollectionneuseLa;Collectionneuse La;1967
824;KasparHauser;Kaspar Hauser;1993
825;EchteKerle;Echte Kerle;1996
826;Diebinnen;Diebinnen;1996
827;ConventTheConventoO;Convento O;1995
828;AdventuresofPinocchioThe;Adventuresof Pinocchio The;1996
829;JoesApartment;Joes Apartment;1996
830;FirstWivesClubThe;First Wives Club The;1996
831;Stonewall;Stonewall;1995
832;Ransom;Ransom;1996
833;HighSchoolHigh;High School High;1996
834;PhatBeach;Phat Beach;1996
835;Foxfire;Foxfire;1996
836;ChainReaction;Chain Reaction;1996
837;Matilda;Matilda;1996
838;Emma;Emma;1996
839;CrowCityofAngelsThe;Crow Cityof Angels The;1996
840;HouseArrest;House Arrest;1996
841;EyesWithoutaFace;Yeuxsansvisage Les;1960
842;TalesfromtheCryptPresentsBordelloofBlood;Bordelloof Blood;1996
843;LottoLand;Lotto Land;1995
844;StoryofXinghuaThe;Xinghuasanyuetian;1994
845;DaytheSunTurnedColdTheTianguoniezi;Tianguoniezi;1994
846;Flirt;Flirt;1995
847;BigSqueezeThe;Big Squeeze The;1996
848;SpitfireGrillThe;Spitfire Grill The;1996
849;EscapefromLA;Escapefrom L A;1996
850;Cyclo;Xichlo;1995
851;Basquiat;Basquiat;1996
852;TinCup;Tin Cup;1996
853;Dingo;Dingo;1991
854;BalladofNarayamaTheNarayamaBushiko;Narayamabushiko;1958
855;EveryOtherWeekend;Unweekendsurdeux;1990
856;Millebolleblu;Millebolleblu;1993
857;CrowsandSparrows;Wuyayumaque;1949
858;GodfatherThe;Godfather The;1972
859;HippieRevolutionThe;Hippie Revolution The;1996
861;Supercop;Jingchagushi I I I Chaojijingcha;1992
862;MannyLo;Manny Lo;1996
863;CelestialClockwork;Cortzar;1994
864;WifeThe;Wife The;1995
865;SmallFaces;Small Faces;1996
866;Bound;Bound;1996
867;Carpool;Carpool;1996
868;DeathinBrunswick;Deathin Brunswick;1991
869;KansasCity;Kansas City;1996
870;GoneFishin;Gone Fishin;1997
871;LoversKnot;Lovers Knot;1996
872;Aiqingwansui;Aiqingwansui;1994
873;ShadowofAngelsSchattenderEngel;Schattender Engel;1976
874;KillerAJournalofMurder;Killer A Journalof Murder;1996
875;NothingtoLose;Nothingto Lose;1994
876;PoliceStoryProjectSChaojijihua;Chaojijihua;1993
877;GirlsTown;Girls Town;1996
878;ByeBye;Bye Bye;1995
879;RelicThe;Relic The;1997
880;IslandofDrMoreauThe;Islandof Dr Moreau The;1996
881;FirstKid;First Kid;1996
882;TriggerEffectThe;Trigger Effect The;1996
884;SweetNothing;Sweet Nothing;1996
885;Bogus;Bogus;1996
886;Bulletproof;Bulletproof;1996
887;TalkofAngels;Talkof Angels;1998
888;LandBeforeTimeIIITheTimeoftheGreatGiving;Land Before Time I I I The Timeofthe Great Giving The V;1995
889;;;1994
890;BatonRouge;Btonrouge;1988
891;HalloweenTheCurseofMichaelMyers;Halloween The Curseof Michael Myers;1995
892;TwelfthNight;Twelfth Night Or What You Will;1996
893;MotherNight;Mother Night;1996
894;Liebelei;Liebelei;1933
895;VeniceVenice;Venice Venice;1992
896;WildReeds;Roseauxsauvages Les;1994
897;ForWhomtheBellTolls;For Whomthe Bell Tolls;1943
898;PhiladelphiaStoryThe;Philadelphia Story The;1940
899;SinginintheRain;Singininthe Rain;1952
900;AmericaninParisAn;Americanin Paris An;1951
901;FunnyFace;Funny Face;1957
902;BreakfastatTiffanys;Breakfastat Tiffanys;1961
903;Vertigo;Vertigo;1958
904;RearWindow;Rear Window;1954
905;ItHappenedOneNight;It Happened One Night;1934
906;Gaslight;Gaslight;1944
907;GayDivorceeThe;Gay Divorcee The;1934
908;NorthbyNorthwest;Northby Northwest;1959
909;ApartmentThe;Apartment The;1960
910;SomeLikeItHot;Some Like It Hot;1959
911;Charade;Charade;1963
912;Casablanca;Casablanca;1942
913;MalteseFalconThe;Maltese Falcon The;1941
914;MyFairLady;My Fair Lady;1964
915;Sabrina;Sabrina;1954
916;RomanHoliday;Roman Holiday;1953
917;LittlePrincessThe;Little Princess The;1939
918;MeetMeinStLouis;Meet Mein St Louis;1944
919;WizardofOzThe;Wizardof Oz The;1939
920;GonewiththeWind;Gonewiththe Wind;1939
921;MyFavoriteYear;My Favorite Year;1982
922;SunsetBlvdakaSunsetBoulevard;Sunset Blvd;1950
923;CitizenKane;Citizen Kane;1941
924;ASpaceOdyssey;A Space Odyssey;1968
925;GoldenEarrings;Golden Earrings;1947
926;AllAboutEve;All About Eve;1950
927;WomenThe;Women The;1939
928;Rebecca;Rebecca;1940
929;ForeignCorrespondent;Foreign Correspondent;1940
930;Notorious;Notorious;1946
931;Spellbound;Spellbound;1945
932;AffairtoRememberAn;Affairto Remember An;1957
933;ToCatchaThief;To Catcha Thief;1955
934;FatheroftheBride;Fatherofthe Bride;1950
935;BandWagonThe;Band Wagon The;1953
936;Ninotchka;Ninotchka;1939
937;LoveintheAfternoon;Loveinthe Afternoon;1957
938;Gigi;Gigi;1958
939;ReluctantDebutanteThe;Reluctant Debutante The;1958
940;AdventuresofRobinHoodThe;Adventuresof Robin Hood The;1938
941;MarkofZorroThe;Markof Zorro The;1940
942;Laura;Laura;1944
943;GhostandMrsMuirThe;Ghostand Mrs Muir The;1947
944;LostHorizon;Lost Horizon;1937
945;TopHat;Top Hat;1935
946;ToBeorNottoBe;To Beor Notto Be;1942
947;MyManGodfrey;My Man Godfrey;1936
948;Giant;Giant;1956
949;EastofEden;Eastof Eden;1955
950;ThinManThe;Thin Man The;1934
951;HisGirlFriday;His Girl Friday;1940
952;AroundtheWorldinDays;Aroundthe Worldin Eighty Days;1956
953;ItsaWonderfulLife;Itsa Wonderful Life;1946
954;MrSmithGoestoWashington;Mr Smith Goesto Washington;1939
955;BringingUpBaby;Bringing Up Baby;1938
956;PennySerenade;Penny Serenade;1941
957;ScarletLetterThe;Scarlet Letter The;1926
958;LadyofBurlesque;Ladyof Burlesque;1943
959;OfHumanBondage;Of Human Bondage;1934
960;AngelonMyShoulder;Angelon My Shoulder;1946
961;LittleLordFauntleroy;Little Lord Fauntleroy;1936
962;TheyMadeMeaCriminal;They Made Mea Criminal;1939
963;InspectorGeneralThe;Inspector General The;1949
964;AngelandtheBadman;Angelandthe Badman;1947
965;StepsThe;Steps The;1935
966;WalkintheSunA;Walkinthe Sun A;1945
967;OutlawThe;Outlaw The;1943
968;NightoftheLivingDead;Nightofthe Living Dead;1968
969;AfricanQueenThe;African Queen The;1951
970;BeattheDevil;Beatthe Devil;1953
971;CatonaHotTinRoof;Catona Hot Tin Roof;1958
972;LastTimeISawParisThe;Last Time I Saw Paris The;1954
973;MeetJohnDoe;Meet John Doe;1941
974;Algiers;Algiers;1938
975;SomethingtoSingAbout;Somethingto Sing About;1937
976;FarewelltoArmsA;Farewellto Arms A;1932
977;MoonlightMurder;Moonlight Murder;1936
978;BlueAngelTheBlaueEngelDer;Blaue Engel Der;1930
979;NothingPersonal;Nothing Personal;1995
980;IntheLineofDuty;Huanggushijie;1985
981;DangerousGround;Dangerous Ground;1997
982;Picnic;Picnic;1955
983;MadagascarSkin;Madagascar Skin;1995
984;PompatusofLoveThe;Pompatusof Love The;1996
985;SmallWonders;Small Wonders;1995
986;FlyAwayHome;Fly Away Home;1996
987;Bliss;Bliss;1997
988;GraceofMyHeart;Graceof My Heart;1996
989;SchlafesBruderBrotherofSleep;Schlafes Bruder;1995
990;MaximumRisk;Maximum Risk;1996
991;MichaelCollins;Michael Collins;1996
992;RichMansWifeThe;Rich Mans Wife The;1996
993;Infinity;Infinity;1996
994;BigNight;Big Night;1996
996;LastManStanding;Last Man Standing I;1996
997;Caught;Caught;1996
998;SetItOff;Set It Off;1996
999;DaysintheValley;Daysinthe Valley;1996
1000;Curdled;Curdled;1996
1001;AssociateTheLAssocie;Associ L;1979
1002;EdsNextMove;Eds Next Move;1996
1003;ExtremeMeasures;Extreme Measures;1996
1004;GlimmerManThe;Glimmer Man The;1996
1005;DTheMightyDucks;D The Mighty Ducks;1996
1006;ChamberThe;Chamber The;1996
1007;AppleDumplingGangThe;Apple Dumpling Gang The;1975
1008;DavyCrockettKingoftheWildFrontier;Davy Crockett Kingofthe Wild Frontier;1954
1009;EscapetoWitchMountain;Escapeto Witch Mountain;1975
1010;LoveBugThe;Love Bug The;1968
1011;HerbieRidesAgain;Herbie Rides Again;1974
1012;OldYeller;Old Yeller;1957
1013;ParentTrapThe;Parent Trap The;1961
1014;Pollyanna;Pollyanna;1960
1015;HomewardBoundTheIncredibleJourney;Homeward Bound The Incredible Journey;1993
1016;ShaggyDogThe;Shaggy Dog The;1959
1017;SwissFamilyRobinson;Swiss Family Robinson;1960
1018;ThatDarnCat;That Darn Cat;1965
1019;LeaguesUndertheSea;Leagues Underthe Sea;1954
1020;CoolRunnings;Cool Runnings;1993
1021;AngelsintheOutfield;Angelsinthe Outfield;1994
1022;Cinderella;Cinderella;1950
1023;WinniethePoohandtheBlusteryDay;Winniethe Poohandthe Blustery Day;1968
1024;ThreeCaballerosThe;Three Caballeros The;1944
1025;SwordintheStoneThe;Swordinthe Stone The;1963
1026;SoDeartoMyHeart;So Dearto My Heart;1948
1027;RobinHoodPrinceofThieves;Robin Hood Princeof Thieves;1991
1028;MaryPoppins;Mary Poppins;1964
1029;Dumbo;Dumbo;1941
1030;PetesDragon;Petes Dragon;1977
1031;BedknobsandBroomsticks;Bedknobsand Broomsticks;1971
1032;AliceinWonderland;Alicein Wonderland;1951
1033;FoxandtheHoundThe;Foxandthe Hound The;1981
1034;Freeway;Freeway;1996
1035;SoundofMusicThe;Soundof Music The;1965
1036;DieHard;Die Hard;1988
1037;LawnmowerManThe;Lawnmower Man The;1992
1038;UnhooktheStars;Unhookthe Stars;1996
1039;SyntheticPleasures;Synthetic Pleasures;1995
1040;SecretAgentThe;Secret Agent The;1996
1041;SecretsLies;Secrets Lies;1996
1042;ThatThingYouDo;That Thing You Do;1996
1043;ToGillianonHerthBirthday;To Gillianon Herth Birthday;1996
1044;SurvivingPicasso;Surviving Picasso;1996
1045;LoveIsAllThereIs;Love Is All There Is;1996
1046;BeautifulThing;Beautiful Thing;1996
1047;LongKissGoodnightThe;Long Kiss Goodnight The;1996
1049;GhostandtheDarknessThe;Ghostandthe Darkness The;1996
1050;LookingforRichard;Lookingfor Richard;1996
1051;TreesLounge;Trees Lounge;1996
1052;ProprietorThe;Proprietor The;1996
1053;NormalLife;Normal Life;1996
1054;GetontheBus;Getonthe Bus;1996
1055;ShadowConspiracy;Shadow Conspiracy;1997
1056;Jude;Jude;1996
1057;EveryoneSaysILoveYou;Everyone Says I Love You;1996
1058;BitterSugarAzucarAmargo;Azcaramarga;1996
1059;WilliamShakespearesRomeoandJuliet;Romeo Juliet;1996
1060;Swingers;Swingers;1996
1061;Sleepers;Sleepers;1996
1062;SunchaserThe;Sunchaser The;1996
1063;Johns;Johns;1996
1064;AladdinandtheKingofThieves;Aladdinandthe Kingof Thieves V;1995
1065;WomaninQuestionThe;Womanin Question The;1950
1066;ShallWeDance;Shall We Dance;1937
1067;DamselinDistressA;Damselin Distress A;1937
1068;Crossfire;Crossfire;1947
1069;MurderMySweet;Murder My Sweet;1944
1070;Macao;Macao;1952
1071;FortheMoment;Forthe Moment;1993
1073;WillyWonkaandtheChocolateFactory;Willy Wonkathe Chocolate Factory;1971
1075;SexualLifeoftheBelgiansThe;Viesexuelledes Belges La;1994
1076;InnocentsThe;Innocents The;1961
1077;Sleeper;Sleeper;1973
1078;Bananas;Bananas;1971
1079;FishCalledWandaA;Fish Called Wanda A;1988
1080;MontyPythonsLifeofBrian;Lifeof Brian;1979
1081;VictorVictoria;Victor Victoria;1982
1082;CandidateThe;Candidate The;1972
1083;GreatRaceThe;Great Race The;1965
1084;BonnieandClyde;Bonnieand Clyde;1967
1085;OldManandtheSeaThe;Old Manandthe Sea The;1958
1086;DialMforMurder;Dial Mfor Murder;1954
1087;MadameButterfly;Madame Butterfly;1995
1088;DirtyDancing;Dirty Dancing;1987
1089;ReservoirDogs;Reservoir Dogs;1992
1090;Platoon;Platoon;1986
1091;WeekendatBernies;Weekendat Bernies;1989
1092;BasicInstinct;Basic Instinct;1992
1093;DoorsThe;Doors The;1991
1094;CryingGameThe;Crying Game The;1992
1095;GlengarryGlenRoss;Glengarry Glen Ross;1992
1096;SophiesChoice;Sophies Choice;1982
1097;ETtheExtraTerrestrial;E Tthe Extra Terrestrial;1982
1098;SearchforOneeyeJimmyThe;Searchfor Oneeye Jimmy The;1994
1099;ChristmasCarolA;Christmas Carol A;1938
1100;DaysofThunder;Daysof Thunder;1990
1101;TopGun;Top Gun;1986
1102;AmericanStrays;American Strays;1996
1103;RebelWithoutaCause;Rebel Withouta Cause;1955
1104;StreetcarNamedDesireA;Streetcar Named Desire A;1951
1105;ChildrenoftheCornIVTheGathering;Childrenofthe Corn I V The Gathering V;1996
1106;LeopardSonThe;Leopard Son The;1996
1107;Loser;Loser;1991
1108;PrerokbeOgnja;Prerokbe Ognja;1996
1109;CharmsIncidents;Charms Zwischenflle;1996
1110;BirdofPrey;Birdof Prey;1995
1111;MicrocosmosMicrocosmosLepeupledelherbe;Microcosmos Lepeupledelherbe;1996
1112;Palookaville;Palookaville;1995
1113;AssociateThe;Associate The;1996
1114;FuneralThe;Funeral The;1996
1115;Sleepover;Sleepover;1995
1116;SingleGirlALaFilleSeule;Filleseule La;1995
1117;EighthDayTheLeHuitimejour;Huitimejour Le;1996
1118;Tashunga;Tashunga;1996
1119;Drunks;Drunks;1995
1120;PeoplevsLarryFlyntThe;Peoplevs Larry Flynt The;1996
1121;GloryDaze;Glory Daze;1996
1122;PlutoniumCircus;Plutonium Circus;1995
1123;PerfectCandidateA;Perfect Candidate A;1996
1124;OnGoldenPond;On Golden Pond;1981
1125;ReturnofthePinkPantherThe;Returnofthe Pink Panther The;1975
1126;DropDeadFred;Drop Dead Fred;1991
1127;AbyssThe;Abyss The;1989
1128;FogThe;Fog The;1980
1129;EscapefromNewYork;Escapefrom New York;1981
1130;HowlingThe;Howling The;1981
1131;JeandeFlorette;Jeande Florette;1986
1132;ManonoftheSpringManondessources;Manondessources;1986
1133;TalkingAboutSex;Talking About Sex;1994
1134;JohnnyPesos;Johnnycienpesos;1993
1135;PrivateBenjamin;Private Benjamin;1980
1136;MontyPythonandtheHolyGrail;Monty Pythonandthe Holy Grail;1975
1137;HustlerWhite;Hustler White;1996
1138;Dadetown;Dadetown;1995
1139;EverythingRelative;Everything Relative;1996
1140;EntertainingAngelsTheDorothyDayStory;Entertaining Angels The Dorothy Day Story;1996
1141;Hoogstetijd;Hoogstetijd;1995
1142;GetOverIt;Get Over It;1996
1143;ThreeLivesandOnlyOneDeath;Troisviesuneseulemort;1996
1144;LineKingAlHirschfeldThe;Line King The Al Hirschfeld Story The;1996
1145;Snowriders;Snowriders;1996
1146;CurtissCharm;Curtiss Charm;1995
1147;WhenWeWereKings;When We Were Kings;1996
1148;WrongTrousersThe;Wallace Gromitin The Wrong Trousers;1993
1149;JLGJLGautoportraitdedcembre;J L G J L Gautoportraitdedcembre;1995
1150;ReturnofMartinGuerreTheRetourdeMartinGuerreLe;Retourde Martin Guerre Le;1982
1151;Faust;Faust;1994
1152;HeWalkedbyNight;He Walkedby Night;1948
1153;RawDeal;Raw Deal;1948
1154;TMen;T Men;1947
1155;InvitationTheZaproszenie;Zaproszenie;1986
1156;ChildrenAreWatchingusTheBambiniciguardanoI;Bambiniciguardano I;1944
1157;SymphoniepastoraleLa;Symphoniepastorale La;1946
1158;HereComesCookie;Here Comes Cookie;1935
1159;LoveinBloom;Lovein Bloom;1935
1160;SixofaKind;Sixofa Kind;1934
1161;TinDrumTheBlechtrommelDie;Blechtrommel Die;1979
1162;RulingClassThe;Ruling Class The;1972
1163;MinaTannenbaum;Mina Tannenbaum;1994
1164;TwoorThreeThingsIKnowAboutHer;ouchosesquejesaisdelle;1967
1165;BloodyChildThe;Bloody Child The;1996
1166;FarmerChase;Farmer Chase;1997
1167;DearGod;Dear God;1996
1168;BadMoon;Bad Moon;1996
1169;AmericanDream;American Dream;1991
1170;BestoftheBestNoTurningBack;Bestofthe Best No Turning Back;1996
1171;BobRoberts;Bob Roberts;1992
1172;CinemaParadiso;Nuovocinema Paradiso;1989
1173;CooktheThiefHisWifeHerLoverThe;Cookthe Thief His Wife Her Lover The;1989
1174;GrosseFatigue;Grossefatigue;1994
1175;Delicatessen;Delicatessen;1991
1176;DoubleLifeofVeroniqueTheLaDoubleViedeVronique;Doubleviede Vronique La;1991
1177;EnchantedApril;Enchanted April;1992
1178;PathsofGlory;Pathsof Glory;1957
1179;GriftersThe;Grifters The;1990
1180;HearMySong;Hear My Song;1991
1181;ShooterThe;Shooter The;1995
1183;EnglishPatientThe;English Patient The;1996
1184;Mediterraneo;Mediterraneo;1991
1185;MyLeftFoot;My Left Foot;1989
1186;SexLiesandVideotape;Sex Liesand Videotape;1989
1187;PassionFish;Passion Fish;1992
1188;StrictlyBallroom;Strictly Ballroom;1992
1189;ThinBlueLineThe;Thin Blue Line The;1988
1190;TieMeUpTieMeDown;tame;1990
1191;MadonnaTruthorDare;Madonna Truthor Dare;1991
1192;ParisIsBurning;Paris Is Burning;1990
1193;OneFlewOvertheCuckoosNest;One Flew Overthe Cuckoos Nest;1975
1194;UpinSmoke;Upin Smoke;1978
1196;StarWarsEpisodeVTheEmpireStrikesBack;Star Wars Episode V The Empire Strikes Back;1980
1197;PrincessBrideThe;Princess Bride The;1987
1198;RaidersoftheLostArk;Raidersofthe Lost Ark;1981
1199;Brazil;Brazil;1985
1200;Aliens;Aliens;1986
1201;GoodTheBadandTheUglyThe;Buonoilbruttoilcattivo Il;1966
1202;WithnailandI;Withnail I;1987
1203;AngryMen;Angry Men;1957
1204;LawrenceofArabia;Lawrenceof Arabia;1962
1205;TransformersTheMovieThe;Transformers The Movie The;1986
1206;ClockworkOrangeA;Clockwork Orange A;1971
1207;ToKillaMockingbird;To Killa Mockingbird;1962
1208;ApocalypseNow;Apocalypse Now;1979
1209;OnceUponaTimeintheWest;Ceraunavoltail West;1968
1210;StarWarsEpisodeVIReturnoftheJedi;Star Wars Episode V I Returnofthe Jedi;1983
1211;WingsofDesireDerHimmelberBerlin;Himmelber Berlin Der;1987
1212;ThirdManThe;Third Man The;1949
1213;GoodFellas;Goodfellas;1990
1214;Alien;Alien;1979
1215;ArmyofDarkness;Armyof Darkness;1992
1216;BigBlueTheLeGrandBleu;Big Blue The I;1988
